Time,Time Code,Country Name,Country Code,CO2 emissions (kt) [EN.ATM.CO2E.KT],Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS],Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS],Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS],Electricity production from natural gas sources (% of total) [EG.ELC.NGAS.ZS],Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS],Electricity production from oil sources (% of total) [EG.ELC.PETR.ZS],"Electricity production from oil, gas and coal sources (% of total) [EG.ELC.FOSL.ZS]","Electricity production from renewable sources, excluding hydroelectric (% of total) [EG.ELC.RNWX.ZS]","Population, total [SP.POP.TOTL]",GDP per capita (current US$) [NY.GDP.PCAP.CD]
2015,YR2015,Spain,ESP,250496.437,18.9623891256768,19.9753766538585,10.1298813500749,18.8983124064048,20.6186643243866,6.20644223015782,44.0671437622394,24.8200092155282,46444832,25732.0183647454
2015,YR2015,Sri Lanka,LKA,20113.495,33.7050523441056,..,45.2814443938704,0,..,17.8197542102868,51.5248065543924,3.19374905173722,20970000,3843.78067184442
2015,YR2015,St. Kitts and Nevis,KNA,234.688,..,..,..,..,..,..,..,..,51204,18028.9734308952
2015,YR2015,St. Lucia,LCA,410.704,..,..,..,..,..,..,..,..,179126,10093.8997626748
2015,YR2015,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,35858,..
2015,YR2015,St. Vincent and the Grenadines,VCT,220.02,..,..,..,..,..,..,..,..,109148,6920.87807380804
2015,YR2015,Sudan,SDN,19816.468,0,..,64.5359086380011,0,..,22.618226412202,22.618226412202,0,38902950,1909.73875450207
2015,YR2015,Suriname,SUR,1723.49,0,..,60.0531443755536,0,..,39.9468556244464,39.9468556244464,0,559136,8562.08136860759
2015,YR2015,Sweden,SWE,38180.804,0.666950738277414,43.2411503756414,46.5086981492117,0.26245746645176,34.7364000716355,0.155621838931397,1.08503004366057,16.7540495643206,9799186,51545.4836095322
2015,YR2015,Switzerland,CHE,35672.576,0,39.8865358839965,57.881598257107,1.00155831580858,34.931993887771,0.068081758627472,1.06964007443606,4.31638349698171,8282396,82081.5971616165
2015,YR2015,Syrian Arab Republic,SYR,29295.663,0,..,2.30971422179968,68.6259157765226,..,29.0643700016778,97.6902857782003,0,17997408,..
2015,YR2015,Tajikistan,TJK,5005.455,1.52662859806549,..,98.4733714019345,0,..,0,1.52662859806549,0,8454028,929.095857223746
2015,YR2015,Tanzania,TZA,12933.509,0,..,33.4868943606036,43.9078633836378,..,21.9380460683082,65.845909451946,0.667196187450357,51482633,947.933446487903
2015,YR2015,Thailand,THA,284364.849,19.4543204320432,..,2.66595409540954,71.4367686768677,..,0.570432043204321,91.4615211521152,5.87252475247525,68714511,5840.04652294326
2015,YR2015,Timor-Leste,TLS,502.379,..,..,..,..,..,..,..,..,1196302,1332.7828591777
2015,YR2015,Togo,TGO,2636.573,0,..,69.1358024691358,0,..,24.6913580246914,24.6913580246914,6.17283950617284,7323158,570.910279013434
2015,YR2015,Tonga,TON,121.011,..,..,..,..,..,..,..,..,100781,4336.19657636639
2015,YR2015,Trinidad and Tobago,TTO,46255.538,0,..,0,99.7669902912621,..,0.233009708737864,100,0,1370328,18289.704340369
2015,YR2015,Tunisia,TUN,30252.75,0,..,0.35068103273023,91.4413498678593,..,4.63508843260825,96.0764383004676,2.48526123195771,11179949,3861.68853113497
2015,YR2015,Turkey,TUR,350337.846,29.0950902083023,6.65430058653642,25.6494883166592,37.9012388122987,0,0.849558603881841,67.8458876244829,6.30713224311739,78529409,11006.2497363978
2015,YR2015,Turkmenistan,TKM,70674.091,0,..,0,100,..,0,100,0,5565287,6432.68070195019
2015,YR2015,Turks and Caicos Islands,TCA,205.352,..,..,..,..,..,..,..,..,35981,26182.4296156305
2015,YR2015,Tuvalu,TUV,11.001,..,..,..,..,..,..,..,..,11099,3197.77225194394
2015,YR2015,Uganda,UGA,5342.819,..,..,..,..,..,..,..,..,38225453,843.629415815721
2015,YR2015,Ukraine,UKR,196283.509,34.5781824462704,..,3.32926197349915,6.23164803711106,..,0.460187035803292,41.2700175191847,1.05238482986651,45154036,2124.6623187838
2015,YR2015,United Arab Emirates,ARE,194765.371,0,..,0,98.5255091625709,..,1.24208972567247,99.7675988882433,0.23240111175667,9262900,38663.3838066363
2015,YR2015,United Kingdom,GBR,405038.485,22.806490741952,13.1204197977575,1.869745150971,29.7402157238164,20.9138531793695,0.63414953204343,53.1808559978118,22.9703052717954,65116219,44974.8318771782
2015,YR2015,United States,USA,5126913.374,34.2327337278988,11.8743317712829,5.84163825956796,31.9421612232398,19.3237776259423,0.903806520197121,67.0787014713357,7.38695495139919,320635163,56839.3817742317
2015,YR2015,Uruguay,URY,6699.609,0,..,60.1601164483261,0,..,11.4410480349345,11.4410480349345,28.3988355167394,3412009,15613.7642726566
2015,YR2015,Uzbekistan,UZB,102929.023,4.08519553072626,..,20.6529329608939,75.0052374301676,..,0.256634078212291,79.3470670391062,0,31298900,2615.025134487
2015,YR2015,Vanuatu,VUT,132.012,..,..,..,..,..,..,..,..,271130,2801.93984778858
2015,YR2015,"Venezuela, RB",VEN,171894.292,0,..,63.6950420954163,19.4191682966239,..,16.8857896079599,36.3049579045837,0,30081829,..
2015,YR2015,Vietnam,VNM,188329.786,29.5714462791047,..,36.6139754571609,33.2104669141392,..,0.486029109555528,63.2679423027994,0.118082240039665,92677076,2085.10148409879
2015,YR2015,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,107710,34797.14046978
2015,YR2015,West Bank and Gaza,PSE,3006.94,..,..,..,..,..,..,..,..,4270092,3272.15432360708
2015,YR2015,"Yemen, Rep.",YEM,13171.864,0,..,0,39.8047315058205,..,60.1952684941795,100,0,26497889,1602.03784066157
2015,YR2015,Zambia,ZMB,4532.412,0,..,96.993823945234,0,..,3.00617605476598,3.00617605476598,0,15879361,1337.79558561814
2015,YR2015,Zimbabwe,ZWE,12317.453,46.7813369039036,..,51.3956123184674,0,..,0.494386651560408,47.275723555464,1.3286641260686,13814629,1445.07106198798
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,
Last Updated: 12/16/2020,,,,,,,,,,,,,,
